,index,0,1
6940,6940,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6941,6941,,RÜCKERSÄTZE VON AUSGABEN
6942,6942,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6943,6943,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6944,6944,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6945,6945,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6946,6946,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6947,6947,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6948,6948,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6949,6949,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6950,6950,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6951,6951,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6952,6952,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6953,6953,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6954,6954,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6955,6955,,RÜCKERSÄTZE VON AUSGABEN
6956,6956,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6957,6957,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6958,6958,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6959,6959,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN LANDESPFLEGEGELD
6960,6960,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6961,6961,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6962,6962,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6963,6963,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6964,6964,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN BEITRÄGE N.D.
6965,6965,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN BEITRÄGE N.D.
6966,6966,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6967,6967,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6968,6968,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6969,6969,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6970,6970,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6971,6971,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6972,6972,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6973,6973,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6974,6974,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6975,6975,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6976,6976,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6977,6977,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6978,6978,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6979,6979,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6980,6980,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6981,6981,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN RÜCKERSATZ LAND
6982,6982,,RÜCKERSÄTZE VON AUSGABEN RÜCKERSÄTZE FÜR VERFAHRENSKOSTEN
6983,6983,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN BUNDESPFLEGEGELD
6984,6984,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6985,6985,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6986,6986,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN LANDESPFLEGEGELD
6987,6987,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6988,6988,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6989,6989,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6990,6990,,SONSTIGE EINNAHMEN
6991,6991,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
6992,6992,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
6993,6993,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
6994,6994,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
6995,6995,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
6996,6996,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6997,6997,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
6998,6998,,KOSTENBEITRÄGE (KOSTENERSÄTZE) FÜR SONSTIGE LEISTU
6999,6999,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7000,7000,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7001,7001,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7002,7002,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7003,7003,,EINN.A.D.UNTERVERMIETUNG U.UNTERVERPACHTUNG V.ANGE
7004,7004,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7005,7005,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7006,7006,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN DEMENZTAGESBETREUUNGSSTÄTTE
7007,7007,,SONSTIGE EINNAHMEN
7008,7008,,SONSTIGE EINNAHMEN
7009,7009,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7010,7010,,RÜCKERSÄTZE VON AUSGABEN
7011,7011,,SONSTIGE EINNAHMEN VERSICHERUNGSRÜCKERSÄTZE
7012,7012,,VERRECHNUNGEN ZW.ORD.U.AUSSERORD.HAUSHALT
7013,7013,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN BETREUTES WOHNEN
7014,7014,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7015,7015,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7016,7016,,RÜCKERSÄTZE VON AUSGABEN
7017,7017,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN SPENDEN
7018,7018,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7019,7019,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7020,7020,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN MEDIATION
7021,7021,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B VERSICHERUNGSRÜCKERSÄTZE
7022,7022,,RÜCKERSÄTZE VON AUSGABEN
7023,7023,,SONSTIGE EINNAHMEN
7024,7024,,SONSTIGE EINNAHMEN VERSICHERUNGSRÜCKERSÄTZE
7025,7025,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN
7026,7026,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN VERWALTUNGSSTRAFEN
7027,7027,,"KAP.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN"
7028,7028,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7029,7029,,SONSTIGE EINNAHMEN
7030,7030,,SONSTIGE EINNAHMEN VERSICHERUNGSRÜCKERSÄTZE
7031,7031,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7032,7032,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7033,7033,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7034,7034,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7035,7035,,RÜCKERSÄTZE VON AUSGABEN
7036,7036,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7037,7037,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7038,7038,,SONSTIGE EINNAHMEN
7039,7039,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7040,7040,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7041,7041,,EINN.A.D.UNTERVERMIETUNG U.UNTERVERPACHTUNG V.ANGE
7042,7042,,RÜCKERSÄTZE VON AUSGABEN
7043,7043,,SONSTIGE EINNAHMEN
7044,7044,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7045,7045,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7046,7046,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7047,7047,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7048,7048,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7049,7049,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7050,7050,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7051,7051,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7052,7052,,RÜCKERSÄTZE VON AUSGABEN
7053,7053,,SONSTIGE EINNAHMEN
7054,7054,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7055,7055,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7056,7056,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7057,7057,,DARLEHEN ZUR INVESTITIONSFÖRDERUNG AN ANDERE
7058,7058,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7059,7059,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7060,7060,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7061,7061,,EINNAHMEN A.D. VERZINSUNG V. DARLEHEN U. WERTPAPIE
7062,7062,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7063,7063,,VERRECHNUNGEN ZW.ORD.U.AUSSERORD.HAUSHALT
7064,7064,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7065,7065,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7066,7066,,SONSTIGE EINNAHMEN
7067,7067,,SONSTIGE EINNAHMEN
7068,7068,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7069,7069,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS
7070,7070,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN LUNGENRÖNTGEN
7071,7071,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7072,7072,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN SCHWANGERENSCHWIMMEN
7073,7073,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B SCHWANGERENSCHWIMMEN
7074,7074,,SONSTIGE EINNAHMEN SCHWANGERENSCHWIMMEN
7075,7075,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7076,7076,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7077,7077,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7078,7078,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7079,7079,,SONSTIGE EINNAHMEN
7080,7080,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN PRAKTIKANTINNEN
7081,7081,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7082,7082,,RÜCKERSÄTZE VON AUSGABEN
7083,7083,,SONSTIGE EINNAHMEN
7084,7084,,RÜCKLAGEN ENTNAHME FEINSTAUBRÜCKLAGE
7085,7085,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7086,7086,,"KAP.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER FÖRDERUNG HEIZUNGSUMSTELLUNG"
7087,7087,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7088,7088,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7089,7089,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7090,7090,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7091,7091,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7092,7092,,LFD.TRANSFERZ. VON UNTERNEHMUNGEN (OHNE FINANZUNTE
7093,7093,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7094,7094,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN ENERGIEBERATUNG
7095,7095,,KAP.TRANSFERZAHLUNGEN VON DER EUROPÄISCHEN UNION EU PROJEKT MINUS 3 %
7096,7096,,UNBEBAUTE GRUNDSTÜCKE
7097,7097,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B PROJEKTEINNAHMEN RADSTATION
7098,7098,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN
7099,7099,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN
7100,7100,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN STRAFGELDER STVO
7101,7101,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7102,7102,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7103,7103,,RÜCKERSÄTZE VON AUSGABEN
7104,7104,,SONSTIGE EINNAHMEN VZ- U. VSA-BESCHÄDIGUNGEN
7105,7105,,VERÄUSSERUNG VON HANDELSWAREN
7106,7106,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7107,7107,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN GERICHTSKOSTENRÜCKERSÄTZE
7108,7108,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7109,7109,,SONSTIGE EINNAHMEN
7110,7110,,SONSTIGE EINNAHMEN BEARBEITUNGSGEBÜHREN
7111,7111,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN PARKSTRAFEN
7112,7112,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN ORDNUNGSSTRAFEN
7113,7113,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7114,7114,,SONSTIGE EINNAHMEN
7115,7115,,LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN
7116,7116,,"LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN"
7117,7117,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7118,7118,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER NVK HAUPTBAHNHOF"
7119,7119,,LFD.TRANSFERZ. VON UNTERNEHMUNGEN (OHNE FINANZUNTE
7120,7120,,LFD.TRANSFERZAHLUNGEN VON UNTERNEHMUNGEN VERKEHRSVERBUND
7121,7121,,BETEILIGUNGEN GRAZER CONGRESS
7122,7122,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7123,7123,,RÜCKERSÄTZE VON AUSGABEN
7124,7124,,"LFD.TRANSFERZ. VON LÄNDERN, LANDESFONDS U. -KAMMER"
7125,7125,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7126,7126,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7127,7127,,LEISTUNGSERLÖSE
7128,7128,,SONSTIGE EINNAHMEN
7129,7129,,SONSTIGE EINNAHMEN
7130,7130,,SONSTIGE EINNAHMEN
7131,7131,,LEISTUNGSERLÖSE
7132,7132,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7133,7133,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7134,7134,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7135,7135,,SONSTIGE EINNAHMEN VERSICHERUNGSRÜCKERSÄTZE
7136,7136,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE
7137,7137,,VERÄUSSERUNG VON HANDELSWAREN
7138,7138,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7139,7139,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7140,7140,,SONSTIGE EINNAHMEN
7141,7141,,SONSTIGE EINNAHMEN ABGABE BAUMSCHUTZVERORDNUNG
7142,7142,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7143,7143,,SONSTIGE EINNAHMEN
7144,7144,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7145,7145,,SONSTIGE EINNAHMEN ABSCHLEPPUNGEN
7146,7146,,SONSTIGE EINNAHMEN
7147,7147,,SONSTIGE EINNAHMEN MARKETINGBEITRAG
7148,7148,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE MARKTGEB. HÄNDLERMÄRKTE
7149,7149,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE STANDPLATZGEB. BAUERNMÄRKTE
7150,7150,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE TISCHLEIHGEB. BAUERNMÄRKTE
7151,7151,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE RESERVIERUNGSGEB.
7152,7152,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE MARKTGEB. JAHR- U.
7153,7153,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7154,7154,,SONSTIGE EINNAHMEN
7155,7155,,LEISTUNGSERLÖSE
7156,7156,,SONSTIGE EINNAHMEN
7157,7157,,DIVIDENDEN UND GEWINNANTEILE VON UNTERNEHMUNGEN
7158,7158,,UNBEBAUTE GRUNDSTÜCKE
7159,7159,,UNBEBAUTE GRUNDSTÜCKE GRUNDSTÜCKSTAUSCH
7160,7160,,UNBEBAUTE GRUNDSTÜCKE GRUNDSTÜCKSTAUSCH
7161,7161,,GEBÄUDE GEMEINDEEIGENE WOHNOBJEKTE
7162,7162,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7163,7163,,KOSTENBEITRÄGE (KOSTENERSÄTZE) FÜR SONSTIGE LEISTU
7164,7164,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7165,7165,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7166,7166,,ZINSEN
7167,7167,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7168,7168,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7169,7169,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7170,7170,,EINN.A.D.UNTERVERMIETUNG U.UNTERVERPACHTUNG V.ANGE
7171,7171,,EINN.A.D.UNTERVERMIETUNG U.UNTERVERPACHTUNG V.ANGE
7172,7172,,RÜCKERSÄTZE VON AUSGABEN
7173,7173,,RÜCKERSÄTZE VON AUSGABEN
7174,7174,,SONSTIGE EINNAHMEN
7175,7175,,SONSTIGE EINNAHMEN
7176,7176,,KOSTENBEITRÄGE (KOSTENERSÄTZE) FÜR SONSTIGE LEISTU
7177,7177,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B BAUZINSE
7178,7178,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7179,7179,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7180,7180,,SONSTIGE EINNAHMEN
7181,7181,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7182,7182,,EINN.A.D.VERMIETUNG U.VERPACHTUNG/A.DIENSTBARK.U.B
7183,7183,,KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN
7184,7184,,INTERESSENTENBEITRÄGE V.GRUNDSTÜCKSEIG.-U.ANRAINER
7185,7185,,GEBÜHREN F.D.BEN.V.GEMEINDEEINRICHTUNGEN U.-ANLAGE
7186,7186,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 16
7187,7187,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 38
7188,7188,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 97
7189,7189,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 50
7190,7190,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 36
7191,7191,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 61
7192,7192,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 62
7193,7193,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 28
7194,7194,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 31
7195,7195,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 33
7196,7196,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 17
7197,7197,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 51
7198,7198,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 102
7199,7199,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 39
7200,7200,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 41
7201,7201,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 24
7202,7202,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 34
7203,7203,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 112
7204,7204,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 35
7205,7205,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 53
7206,7206,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 21
7207,7207,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 103
7208,7208,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 120
7209,7209,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 126
7210,7210,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 13
7211,7211,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 117
7212,7212,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 121
7213,7213,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 131
7214,7214,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 137
7215,7215,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 40
7216,7216,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 82
7217,7217,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 29
7218,7218,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 18
7219,7219,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 22
7220,7220,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 25
7221,7221,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 70
7222,7222,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 147
7223,7223,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 105
7224,7224,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 37
7225,7225,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 64
7226,7226,,LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS BA 99
